MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No) 
,,,,,,20000062,Appliances,Large Appliances,Built-In Dishwashers,1500062,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,PDSH4816AF,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,PDSH4816AF Built-In Dishwashers,PDSH4816AF Built-In Dishwasher,Appliance Dealers Cooperative PDSH4816AF Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative PDSH4816AF Built-In Dishwashers. Manufacturer Part Number: PDSH4816AF. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative PDSH4816AF Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative PDSH4816AF Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000063,Appliances,Large Appliances,Built-In Dishwashers,1500063,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,PDT715SYVFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,PDT715SYVFS Built-In Dishwashers,PDT715SYVFS Built-In Dishwashe,Appliance Dealers Cooperative PDT715SYVFS Built-In Dishwashers - Series: Profess,"Appliance Dealers Cooperative PDT715SYVFS Built-In Dishwashers. Manufacturer Part Number: PDT715SYVFS. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative PDT715SYVFS Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative PDT715SYVFS Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000064,Appliances,Large Appliances,Built-In Dishwashers,1500064,LDPH5554D,LDPH5554D LG Dishwasher BSS,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,LDPH5554D,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,LDPH5554D Built-In Dishwashers,LDPH5554D Built-In Dishwashers,Appliance Dealers Cooperative LDPH5554D Built-In Dishwashers - Series: Professio,"Appliance Dealers Cooperative LDPH5554D Built-In Dishwashers. Manufacturer Part Number: LDPH5554D. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative LDPH5554D Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative LDPH5554D Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000065,Appliances,Large Appliances,Built-In Dishwashers,1500065,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,WDTS7024RZ,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,WDTS7024RZ Built-In Dishwashers,WDTS7024RZ Built-In Dishwasher,Appliance Dealers Cooperative WDTS7024RZ Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative WDTS7024RZ Built-In Dishwashers. Manufacturer Part Number: WDTS7024RZ. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative WDTS7024RZ Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative WDTS7024RZ Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000066,Appliances,Large Appliances,Built-In Dishwashers,1500066,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,PDD415PYYFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,PDD415PYYFS Built-In Dishwashers,PDD415PYYFS Built-In Dishwashe,Appliance Dealers Cooperative PDD415PYYFS Built-In Dishwashers - Series: Profess,"Appliance Dealers Cooperative PDD415PYYFS Built-In Dishwashers. Manufacturer Part Number: PDD415PYYFS. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative PDD415PYYFS Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative PDD415PYYFS Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000067,Appliances,Large Appliances,Built-In Dishwashers,1500067,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,KDTS424SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,KDTS424SBE Built-In Dishwashers,KDTS424SBE Built-In Dishwasher,Appliance Dealers Cooperative KDTS424SBE Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative KDTS424SBE Built-In Dishwashers. Manufacturer Part Number: KDTS424SBE. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative KDTS424SBE Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative KDTS424SBE Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000068,Appliances,Large Appliances,Built-In Dishwashers,1500068,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,KDTS324SPS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,KDTS324SPS Built-In Dishwashers,KDTS324SPS Built-In Dishwasher,Appliance Dealers Cooperative KDTS324SPS Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative KDTS324SPS Built-In Dishwashers. Manufacturer Part Number: KDTS324SPS. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative KDTS324SPS Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative KDTS324SPS Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000069,Appliances,Large Appliances,Built-In Dishwashers,1500069,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,KDPS624SJP,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,KDPS624SJP Built-In Dishwashers,KDPS624SJP Built-In Dishwasher,Appliance Dealers Cooperative KDPS624SJP Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative KDPS624SJP Built-In Dishwashers. Manufacturer Part Number: KDPS624SJP. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative KDPS624SJP Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative KDPS624SJP Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000070,Appliances,Large Appliances,Built-In Dishwashers,1500070,KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,KDTS624SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,KDTS624SBE Built-In Dishwashers,KDTS624SBE Built-In Dishwasher,Appliance Dealers Cooperative KDTS624SBE Built-In Dishwashers - Series: Professi,"Appliance Dealers Cooperative KDTS624SBE Built-In Dishwashers. Manufacturer Part Number: KDTS624SBE. Features & Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.","Appliance Dealers Cooperative KDTS624SBE Built-In Dishwashers. Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel","High quality Appliance Dealers Cooperative KDTS624SBE Built-In Dishwashers. Built to industry standards. Specifications: Series: Professional Series, Number of Wash Cycles: 5, Voltage Rating: 120 V, Amperage Rating: 15 A, Mounting Type: Leg, Sound Level: 47 dBA, Finish: Stainless Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,Built-In Dishwashers,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000071,General Merchandise,Unclassified,General Industrial,1500071,D519127,D519127 Heater Kit,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Freud Inc,Freud Inc,Generic / Unbranded,,D519127,,General Industrial>Unclassified,D519127 General Industrial,D519127 General Industrial,"Freud Inc D519127 General Industrial - Color: Standard, Material: Steel","Freud Inc D519127 General Industrial. Manufacturer Part Number: D519127. Features & Specifications: Color: Standard, Material: Steel.","Freud Inc D519127 General Industrial. Color: Standard, Material: Steel","High quality Freud Inc D519127 General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000072,General Merchandise,Unclassified,General Industrial,1500072,DF7004WE,DF7004WE Speed Queen Elect Dryer Wh,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,DF7004WE,,General Industrial>Unclassified,DF7004WE General Industrial,DF7004WE General Industrial,"Appliance Dealers Cooperative DF7004WE General Industrial - Color: Standard, Mat","Appliance Dealers Cooperative DF7004WE General Industrial. Manufacturer Part Number: DF7004WE. Features & Specifications: Color: Standard, Material: Steel.","Appliance Dealers Cooperative DF7004WE General Industrial. Color: Standard, Material: Steel","High quality Appliance Dealers Cooperative DF7004WE General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000073,General Merchandise,Unclassified,General Industrial,1500073,DR7004BE,DR7004BE SQ Elect Dryer Bk,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,DR7004BE,,General Industrial>Unclassified,DR7004BE General Industrial,DR7004BE General Industrial,"Appliance Dealers Cooperative DR7004BE General Industrial - Color: Standard, Mat","Appliance Dealers Cooperative DR7004BE General Industrial. Manufacturer Part Number: DR7004BE. Features & Specifications: Color: Standard, Material: Steel.","Appliance Dealers Cooperative DR7004BE General Industrial. Color: Standard, Material: Steel","High quality Appliance Dealers Cooperative DR7004BE General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000074,General Merchandise,Unclassified,General Industrial,1500074,DV2000WE,DV2000WE SQ Elect Dryer Wh,Generic / Unbranded,Generic / Unbranded,Generic / Unbranded,Appliance Dealers Cooperative,Appliance Dealers Cooperative,Generic / Unbranded,,DV2000WE,,General Industrial>Unclassified,DV2000WE General Industrial,DV2000WE General Industrial,"Appliance Dealers Cooperative DV2000WE General Industrial - Color: Standard, Mat","Appliance Dealers Cooperative DV2000WE General Industrial. Manufacturer Part Number: DV2000WE. Features & Specifications: Color: Standard, Material: Steel.","Appliance Dealers Cooperative DV2000WE General Industrial. Color: Standard, Material: Steel","High quality Appliance Dealers Cooperative DV2000WE General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
